"tweet_id","user_id","tweet","datetime"
1335686039365685253,33275038,"suck it up","2020-12-06 20:42:22"
1335686053198524416,1320848650059321347,"WILDLY BULLISH $TSLA","2020-12-06 20:42:25"
1335686085804916736,1107397856074199041,"@bostonlovinlife @Randy070707 @DongyanWang8 @GerberKawasaki Yeah I was distracted and trying to Tweet quickly (as you just were 🤔) and didn't remove the last digit as I intended. I also looked at the wrong number and used the share price instead of market cap🤦. Tesla's market cap will not be ~30x the GDP of the USA 😂","2020-12-06 20:42:33"
1335686120076500992,1042828847920513024,"@BagholderQuotes @elonmusk needs to launch tesla coin","2020-12-06 20:42:41"
1335686296287596545,840104856572461056,"@rebelmarkets $tesla for sure.","2020-12-06 20:43:23"
1335687739036098561,293686520,"@AgilePeter Like how to play polo, shoot grouse or race Tesla's","2020-12-06 20:49:07"
1335687824532791298,1252082136330444803,"Casper 👻 #Tesla https://t.co/Q0IOtlLhNX","2020-12-06 20:49:27"
1336030627028754432,1047836007037468672,"Good one","2020-12-07 19:31:38"
1335686305473183745,298274977,"@Ram422 Honestly, it’s a gut feel. I’ve always used my gut with Tesla. $20k may actually be a conservative number. The size of the markets that Tesla is going after are simply ridiculous. All analysis I’ve seen so far underestimates what Tesla will do this decade.","2020-12-06 20:43:25"
1335686310456135682,491951000,"@Theimmigrant84 It will be fun around March when companies will report a terrible 2020, Tesla will acquire a legacy carmaker, stimulus/lockdown savings will end and people will realise the renewable energy bubble pushed by govts is no different than real estate in ‘07 or tech in ‘00. Stonks up!","2020-12-06 20:43:26"
1335686328504225792,1174849507919618049,"@AustinTeslaClub It’s the truth! I had no faith in Tesla until I bought one! Now I’ll never buy anything else!!!!!","2020-12-06 20:43:31"
1335686338356514817,30140113,"@DogsOfWar15 gonna be a fun drive if I win!","2020-12-06 20:43:33"
1335686372426981377,17972520,"@AdamKlotz_ @Tesla @elonmusk Very excited for you!","2020-12-06 20:43:41"
1335686380463251458,281658270,"@williamtech814 @Tesla @tesla_raj @cleantechnica @TeslaOwnersofMA @TeslaOwnersNEUS Damn sure wouldn't be driving a jaguar in that weather...lol","2020-12-06 20:43:43"
1335686415951118337,1324168157095817217,"it still hasnt hit me that this faggot can drive a whole ass tesla 🗿","2020-12-06 20:43:52"
1335686430266433543,836334176517357569,"@TheNerdyNurse @Tesla @elonmusk Thank you!!!","2020-12-06 20:43:55"
1335686450038206464,30140113,"Boom!  Best crypto platform to trade on, bar none","2020-12-06 20:44:00"
1335686469554409472,1292043905177915392,"@AdamKlotz_ @Tesla @elonmusk I hope that Tesla will offer an upgrade from AP to EAP again for Christmas","2020-12-06 20:44:04"
1335686566874935296,3201060063,"@IheartTesla @Tesla Lol I gone down to less than 3 miles countless of time while traveling... you got plenty.","2020-12-06 20:44:28"
1335686579017437186,6262792,"@sharknado523 @AdamHoov @GerberKawasaki Has there ever been a tesla before tesla?

As there ever been a Google before Google?
Or an amazon before amazon
Or a Ford before Ford?

Disruptive companies by definition have no historical precedent","2020-12-06 20:44:30"
1335686584717504512,1302118446516371457,"#StockMarket #stocks #trading 
Check this out: TESLA got ADDED to the S&amp;P 500 | BUY or SELL? 
 https://t.co/CWRxa8Unep https://t.co/hTeNlmUdxX","2020-12-06 20:44:32"
1335686587292602369,1297712628374986752,"I want a TESLA 😅","2020-12-06 20:44:32"
1335686591507906561,1230579921501638656,"@plinkhq @Airbnb @Tesla @HomeDepot @BBC @CBSSports @RoosterTeeth @KindaFunnyVids @UNICEFUSA @NPORadio1 @cnnespana @McKinsey @SAP @newsworthypod Yes I should have clarified. On top of the great clients we work with already :) https://t.co/DnaciJXx9L","2020-12-06 20:44:33"
1335686630980677633,2543972977,"Repressed Technologies - like Tesla's Free Energy "" Above Majestic "" Full Movie https://t.co/rP73HylGh1 via @BitChute","2020-12-06 20:44:43"
1335686671644299264,914006339394740224,"she stepped out with cinder blocks on her feet","2020-12-06 20:44:53"
1335686703105839106,964826293,"Why insurance needs Tesla's autopilot too https://t.co/LccybLA1tt","2020-12-06 20:45:00"
1335686876754309126,324867870,"Whos flexing @BittrexGlobal isss 
Lets fucking Gooooo!!!!
@binance 
@coinbase 
@BitrueOfficial 
So while you focus on trying to click bait people with flashy light in your application. The truth is corporate standards is needed.
#bittrex provides to the bigboys clearly!","2020-12-06 20:45:41"
1335686880336117761,1730405706,"@WPipperger what a strange quote
if the gov had not invested tesla would have gone bk then. full stop.","2020-12-06 20:45:42"
1335686910950469635,2398621638,"@CaptainVoni @MrRobRobson @williamtech814 @Tesla @tesla_raj @cleantechnica @TeslaOwnersofMA @TeslaOwnersNEUS Traction control and AWD are also very helpful in slippery conditions.","2020-12-06 20:45:50"
1335686980533891077,2560698730,"Tell me why Tesla looked at my LinkedIn profile just DM bae Im trying to get on the neurolink wave","2020-12-06 20:46:06"
1335686985533493249,708535150653673476,"That means there are two things I created and one thing I understand: quantum healing machines to heal my body completely, and a mind drive because they said the thought camera is the one thing Tesla didn’t create and that is symmetrical to not being in schools🤯","2020-12-06 20:46:07"
1335687009147498498,1149647743637475328,"@JayinShanghai @1nOnlyJunxin Yes. Because I already have half of huawei's ecosystem crap, so the car complements it. Then again I don't like tesla and I don't drive so 🤷‍♀️ there's also a hicar volvo model, probably cheaper","2020-12-06 20:46:13"
1335687014792904704,857284189,"@GerberKawasaki did people ever talk about Amazon like they do about Tesla and do they get inspired as they do about Tesla?!
I think when fully grown, Tesla will be several times Amazon's market cap.  Think ""puppy with big paws"". https://t.co/P67bjKvjnV","2020-12-06 20:46:14"
1335687054726995971,401566272,"So one of my neighbours got a tesla, 1 rt and I’ll record this","2020-12-06 20:46:24"
1335687070182989827,836334176517357569,"@Christi63951694 @Tesla @elonmusk Me too!","2020-12-06 20:46:28"
1335687099899580426,959941898763931654,"@GaryL99 @mtns2ocean @Lifeform_LJS @StultusVox @ChrisBloomstran @elonmusk Ahaha yes a entrepreneur who ran PayPal, Space x, boring company, Tesla is conning the world","2020-12-06 20:46:35"
1335687109244547075,1199499731875049473,"Yes, but they have engineers. That is the rare resource now.","2020-12-06 20:46:37"
1335687153565589505,451979107,"@OccupiedOutback The kind of Kahuna's required to short Tesla...lol","2020-12-06 20:46:47"
1335687269701857282,790575166153785344,"One of the most controversial yet most badass builds I've ever played my eyes upon.
@Rywire's Tesla-swapped Honda S2000 https://t.co/o0XWTduws2","2020-12-06 20:47:15"
1335687325704200199,2300704437,"@byMaxC I’m sitting here up $22 on Tesla thinking I’m rich, holy hell 😂","2020-12-06 20:47:28"
1335687373359730688,3221710884,"I find excessive wind noise from the side windows.  It the drive is worth it!","2020-12-06 20:47:40"
1335687388765499392,1334397469417934848,"I FEEL BAD FOR TEXANS😎","2020-12-06 20:47:44"
1335687513009238025,946085541950427137,"Important Innovations : Big Growth For Tesla - Goldman Sachs Forecast https://t.co/ritIZrrwsO https://t.co/tmdaLGbZyp","2020-12-06 20:48:13"
1335687529245249536,1188826056318304256,"@esskayem08 @Dilliwalanerd They have not disclosed the price yet but it should be expensive since it is similar to Tesla S in many aspects...Tesla S will be available in 1cr+ rupees from next year I have heard.","2020-12-06 20:48:17"
1335687559654084610,1190687699193270272,"@aidanohara16 It’s a Tesla","2020-12-06 20:48:24"
1335687577182081028,1293934349595947015,"200,000% Tesla gain post temporarily removed pending submission of proof by the OP. via /r/wallstreetbets https://t.co/lBAzECeJ8u https://t.co/GDMxGBBmRk","2020-12-06 20:48:28"
1335687613429248003,821850550543204352,"@sfteslaclub Poor Tacoma. Any damage to the Tesla?","2020-12-06 20:48:37"
1335687634140717058,831847454643470337,"Brilliant!","2020-12-06 20:48:42"
1335687653744758784,80355479,"😂 How to use black privilege:","2020-12-06 20:48:47"
1335687675421069316,163784905,"@AlternateJones At 1000x I wouldn’t do what I do for income generation cuz I’d invest 50% of it and use other 50% for society issues I’m passionate about. That said, I’m an currently looking at leaving my 21+ yr career at a fortune 10 co to join Tesla. Hoping I can combine one passion w job.","2020-12-06 20:48:52"
1335687695633424384,992470384862728192,"Day 125 of tweeting @DavidDobrik
 and his friends over at @SeatGeek
 until he gifts me a @Tesla - in exchange I will get a David Dobrik tattoo on my ass - my kids stole my weighted blanket last night and I couldn’t sleep... am I dependent on a blanket now? tf","2020-12-06 20:48:57"
1335687708568653826,1226345951121596416,"bouta fuck around and become a 21st century luddite. go buck wild next time i see a tesla or one of them dumbass electric scooters https://t.co/ft7n2iCLwy","2020-12-06 20:49:00"
1335687844900331527,199578298,"They always forget to factor in innovation.","2020-12-06 20:49:32"
1335687885215985666,1199499731875049473,"Future comes unevenly in the world!","2020-12-06 20:49:42"
1335687972893634561,867881196931436544,"@Zvari72 @amalieskram As if they even know that Tesla was a Slav","2020-12-06 20:50:03"
1335687978589581313,2564597449,"The Tesla Cybertruck’s steel exterior doesn’t need wraps to look stunning  https://t.co/cNNF4uNgAA","2020-12-06 20:50:04"
1335688021480497155,1309630281385730051,"@okkotsuu Tesla ur my littlemeow meow🖕🖕","2020-12-06 20:50:14"
1335688024571535360,1333703963753938951,"@OnionPirate @KawsachunNews @ClimateBen @elonmusk I don't think he was referring to Tesla. Pretty sure he meant 'We' as in... Murica

It's good to have a sense of humor.. but hiding behind irony to avoid personal accountability is kinda cringe, and this isn't the first time it's happened with Elon.","2020-12-06 20:50:15"
1335688032628822016,1107986251557167104,"Goran Visnjic has carved out something of a niche for himself playing characters that stick it up to Edison in some way...first, as a time-traveler trying to kill Edison for being part of a secret organization and then playing his greatest competitor as Tesla in Doctor Who","2020-12-06 20:50:17"
1335688034747097092,946085541950427137,"Important Innovations : Big Growth For Tesla - Goldman Sachs Forecast https://t.co/ritIZrrwsO","2020-12-06 20:50:18"
1335688047434862594,242579612,"@ForbesScience Most of these so-called respected scientist respected scientist that stole from indigenous just came out with quantum physics theories in the 1900s and Tesla's the father not Bohr where do you think they all got that from we didn't need the ransack the temples and the pyramids https://t.co/eu5DnGm9rY","2020-12-06 20:50:21"
1335688081622638595,1013906299938136066,"@CodingMark Tesla's plug is obviously superior to anything anyone else has come up with

Especially compared to CCS which seems designed to make EVs undesirable

Europe has given in to CCS and China is going their own weird thing, this is one area where the US could easily pull a clear win","2020-12-06 20:50:29"
1335688089667170304,1249404657417490432,"@vincent13031925 Who makes chips for Tesla, would be similar situation and effect on Tesla?","2020-12-06 20:50:31"
1335688128049389570,1119063948689596417,"Tesla, Inc. (TSLA) surprised the market with Q1 result. Deutsche bank changed the rating to Outperform, as Tesla, Inc. (TSLA) reported a net revenue that soared 7%.","2020-12-06 20:50:40"
1335688235469639683,757264968,"A Dutch taxi company is taking Tesla to court over “defective” cars.

https://t.co/YITGTZksD9","2020-12-06 20:51:05"
1335688265110872065,950917468670889984,"$GWSO Right on time with #sustainable #Hydrogen power and cost effective Sodium #EV battery tech. I see Nissan is still using Lithium... this is getting interesting, I’m having visions of retrofitted electric classic cars powering houses when the lights go out. https://t.co/yEmBaFivHG","2020-12-06 20:51:12"
1335688308945391616,289798454,"@EnronChairman The lucky hedge fund that shorts Tesla right before the economic collapse. But they don’t tell anyone that they lost money shorting Tesla over the past year. The wealthy give them even more billions.","2020-12-06 20:51:23"
1335688319489990656,1106222798517751809,"@MarcosMalakos @OfficialABQ @macrockets @ChrisBloomstran @elonmusk Sounds like hyperbole mixed with an outlier based on my personal experience. I’ve heard of others having less than stellar service, but haven’t experienced it. What I know for sure is the tone of Tesla service is overall far superior to legacy auto, despite outliers.","2020-12-06 20:51:25"
1335688415149355008,14293480,"@TureMasing @AlexT18503601 Tesla has been releasing features iteratively. When I got my car it could do a lot less than it can do now. I believe it will be able to fully drive itself at L5 eventually. But I’m sure there will be a new goal post to move by then.

My point was addressing the “$100k” comment.","2020-12-06 20:51:48"
1335688423156412416,214131688,"@ShakExcellence Yall really thing Kong stands a chance? Godzilla's radioactivity makes Chernobyl look like a Tesla cyber truck lol https://t.co/N5MqTK07KV","2020-12-06 20:51:50"
1335688438855520256,1227089627778957313,"@williamtech814 @Tesla @tesla_raj @cleantechnica @TeslaOwnersofMA @TeslaOwnersNEUS Yup. Heavy cars are safer cars.","2020-12-06 20:51:54"
1335688479498526721,928454879617716224,"Fuck it I want a Tesla now 😂","2020-12-06 20:52:04"
1335688491980742657,204670266,"#Security researchers in Belgium have figured out a way to hack into a #Tesla Model X,  to steal the vehicle within 90 seconds.

Come on in, and take a look

#LogRhythm #SIEM #BlueTeam #ThreatHunting https://t.co/A55qGyzlNQ","2020-12-06 20:52:07"
1335688506518228992,199578298,"ARK has the wildest bull case on Tesla and tbh I’m with it. Anything is possible.","2020-12-06 20:52:10"
1335688529502941186,1026817666550558720,"@ErcXspace @SpaceX @elonmusk I don’t know which one I need the most right now - But I am going to buy myself a Tesla truck for sure...","2020-12-06 20:52:15"
1335688553083396096,1270107440613392387,"@ElderMileman @vincent13031925 Almost everything in Europe is Type 2 (or CCS for fast charge).

All Tesla’s delivered to Europe has Combo CCS so works on both SuC and about 99% of all other chargers.

So in EU others brands could easily charge on SuC if they made a deal with @elonmusk","2020-12-06 20:52:21"
1335688564722417664,1194284269348118528,"@siddfinance @danahull @business Dana Hull personally hates tesla and elon. End of story. Years of reporting - all those bloomberg readers being fed her biased garbage and watching the company take over an entire industry. Elon get’s businessperson of the year from Fortune. Bloomberg just loses you money.","2020-12-06 20:52:24"
1335688654572937217,1302583702950760448,"@DanielKlavitter Here...

https://t.co/em4fgTygR2","2020-12-06 20:52:45"
1335688659174117379,41009404,"@robtrench ASSISTANT, DICK JOHNSON, SOUND OF METAL, TESLA","2020-12-06 20:52:46"
1335688682146312192,58201373,"@GerberKawasaki In 2008 Exxon was the biggest US company, in 2028 Tesla maybe will replace Exxon as the biggest US company by market cap. If Tesla will growth the energy business to be a global leader. (Tesla should buy GE, also to vindicate the original Tesla;) https://t.co/zSQP8UKXgj","2020-12-06 20:52:52"
1335688698076278787,278607098,"@AliAbdaal @Tesla Overall, do you see yourself trading this in for in an upgrade in a year or two?","2020-12-06 20:52:56"
1335688704350965761,708535150653673476,"That means if there’s two people no one knows of it’s Terence McKenna which is/is going to be me and Nikola Tesla which is me/going to be me🤯🤯🤯🤯🤯🤯","2020-12-06 20:52:57"
1335688707450368001,1689516060,"Tesla Sales in Denmark to Grow Even Stronger as Country Targets up to 1M Zero &amp; Low-Emission Cars on Roads by 2030

https://t.co/0EM0IwZXei","2020-12-06 20:52:58"
1335688738848948224,1138103987545157640,"I don't think tesla gets enough shit for literally bullying drivers into making their cars more unsafe to drive","2020-12-06 20:53:05"
1335688741558525952,824130073481641985,"@co_tesla @elonmusk @tesla_raj @i1Tesla @Tesla What did he take/unscrew?","2020-12-06 20:53:06"
1335688775192604673,1223882592665001984,"@AdamKlotz_ @Tesla @elonmusk Awesome dude, looks like this ride is you.","2020-12-06 20:53:14"
1335688798651420673,1302118446516371457,"#StockMarket #stocks #trading 
Check this out: TESLA got ADDED to the S&amp;P 500 | BUY or SELL? (Analysis) 
 https://t.co/CWRxa8Unep https://t.co/YltMYKrRGP","2020-12-06 20:53:20"
1335688826623119360,14293480,"@TureMasing @AlexT18503601 A better question:

Do you think Tesla will achieve full autonomy with their vision based system or not? 

If they can, I would expect that will represent a lot of value in varying situations.

Robotaxi, personal use, etc.","2020-12-06 20:53:26"
1335688843949977600,826994300131045376,"I’m mounting a belt-fed machine gun to the box of my Tesla Cybertruck and no one can tell me otherwise","2020-12-06 20:53:30"
1335688848404344832,875068200450494464,"@sfix_cr New joke Tesla with gy","2020-12-06 20:53:32"
1335688881019252738,17754638,"Amen. Took delivery of my awesome original LR M3 on the last day of March 2018. Will never get over the thrill of owning a car - no, a transporter - that improves over time instead of immediately beating a path toward obsolescence. Amazing. Thank you @Tesla and @elonmusk","2020-12-06 20:53:39"
1335688924249944065,1101828591355158539,"@Earldormancy I can’t explain it very well but I think there’s an element of “things they didn’t teach you at school” almost conspiracy theory sort of vibe to this as well i.e. people thinking that knowing about Tesla they’re going beyond “the mainstream sheeple” etc.","2020-12-06 20:53:50"
1335688977953685504,463435416,"@RepSheppard (a Republican from Michigan) is a corrupt politician that is working hard to wreck the climate. He is the sponsor of a bill backed by @gm and @ford to block sales of Teslas in Michigan. Call him at (517) 373-2617, JasonSheppard@house.mi.gov https://t.co/I36KJVbCG8","2020-12-06 20:54:02"
1335688986245947393,885089248013148161,"The Tesla Cybertruck’s steel exterior doesn’t need wraps to look stunning | TESLARATI
https://t.co/8HCUOHDdKe","2020-12-06 20:54:04"
1335689004776366087,921923366386307072,"a guy on Tik Tok said ""don't gas me up bc my car runs on electricity"" and... so if you're wondering where I am, mentally, I'm in a Tesla Truck","2020-12-06 20:54:09"
1335689062548705282,227117671,"@JustinWeather The new Tesla","2020-12-06 20:54:23"
1335689079799705600,1223882592665001984,"@PathosBedlam @AdamKIotz @Tesla @elonmusk Awesome...","2020-12-06 20:54:27"
1335689081930518541,1011633242758316038,"@TeslaOwls @CodingMark @JJODRY For the sake of manufacturing simplicity, Tesla should design it as a CyberHatch. Easy to manufacture, ramp up and customize!","2020-12-06 20:54:27"
1335689083629101057,17694421,"@aikisteve @zubinanary @klwtts @SjvTesla @TeslaOwnersEBay @tesla_raj @teslaownerssv @sfteslaclub @MyTeslaAdventur @Tesla Said no one ever except that guy 👆🏼","2020-12-06 20:54:28"
1335689207831027714,1100901552,"Tesla boasts a 'majority minority' workforce but leadership is predominantly white and male - MarketWatch https://t.co/q81xS6JaLr","2020-12-06 20:54:57"
1335689274633506816,809969976807456772,"Tesla presents Model B, a futuristic electric bike concept | Cycling Today https://t.co/ph8ucgQ3yz","2020-12-06 20:55:13"
1335689332804370432,23548091,"@ThetaCrush Long hold on $PLTR common stock, purchasing any dips under $22. ABNB commons, purchasing with Tesla gains. Not a sexy play, but avoiding any major options plays till the S&amp;P inclusion dust settles. What about you?","2020-12-06 20:55:27"
1335689338470936576,353747614,"The Tesla Cybertruck’s steel exterior doesn’t need wraps to look stunning","2020-12-06 20:55:28"
1335689348621197312,1243203352202301444,"@teseppa @fly4dat @TSLAFanMtl ID.3 base model has 50kW charging so this is at the same ballpark. But I assume those looking for Tesla are expecting more and this will be a dissappointment.","2020-12-06 20:55:31"
1335689360331698177,389085873,"Interesting video. New 800V EV platform by Hyundai: cheaper production, 500km range and 18 minute charging. The parallel between this and battery day of Tesla is clear. I am wondering, would this give the CEO of BMW or PSA sleepless nights or not? https://t.co/OmlOHifqYa","2020-12-06 20:55:34"
1335689426849001473,5654932,"Tesla Model Y May Account For ~70% Of US Tesla Sales https://t.co/J7CVJsBPu2 https://t.co/7h4WaDrG9J","2020-12-06 20:55:49"
1335689447233318912,1218529713188065287,"""If you only knew the magnificence of the 3, 6 and 9, then you would have a key to the universe.” ~ Nikola Tesla 🙏

Thanks Guys! 🗝️🐦 https://t.co/0hHdM0odXF","2020-12-06 20:55:54"
1335689504649216004,1046473154225352704,"Tempered steel 👀","2020-12-06 20:56:08"
1335689550979624963,1273373779520036864,"So true...","2020-12-06 20:56:19"
1335689598857523205,1326848614006743042,"BIG NEWS for The Bath Green Fund this week. Since our rebalancing we have taken the decision to replace @Tesla  and @AmiadWaterSyst, with @dssmithgroup and @IEMplc alongside increasing shares in @smurfitkappa. Hopes are high for these companies!! #es20070 #team9
#investment https://t.co/IOcQ6Iv8SA","2020-12-06 20:56:30"
1335689602561142788,1529769265,"Great review from Rob... ""I had Corey arrange a 220 install for my Tesla garage plug. Awesome job!"" https://t.co/Ff8ymcNgox","2020-12-06 20:56:31"
1335689641517867009,1117518306158809088,"@Boxiana__ You bought a Tesla but eatin bread for lunch 🥺","2020-12-06 20:56:41"
1335689679170105344,1469579203,"@AdamKlotz_ @Tesla @elonmusk Many many people need to do this first experience. It’s amazing to have it and to share about it.","2020-12-06 20:56:50"
1335689788104577026,836334176517357569,"@MagazineTesla @Tesla @elonmusk Totally agree! I wish I was still driving it","2020-12-06 20:57:16"
1335689809331941378,53011797,"@HamrickPaul @teslapt1 @brandonee916 @Tesla @elonmusk I would except that it might have sometimes trouble to identify a obstacle. But if it already has successfully identified it, it should be a simple basic task, to not route through it.","2020-12-06 20:57:21"
1335689839056916496,65617648,"Elon Musk Just Sent an Email to All Tesla Employees and It Shows Why He's a Brillant Leader

https://t.co/0NhY9SwVBp","2020-12-06 20:57:28"
1335689841724563461,354341630,"My sweet kitty cat Tesla Lochland sitting pretty on a chilly Sunday afternoon. Isn't he so pretty? Of course he is! He's such a shy boy! #CatsAreLove #CatsOfTwitter #Meow #Ahimsa 🥰😻🐈‍⬛👍 https://t.co/npNKUY3mCz","2020-12-06 20:57:28"
1335689887060725761,1222614472231215104,"The S&amp;P will almost certainly remove an oil company to add Tesla on 12/21. It's the flippening between oil ↪renewables.","2020-12-06 20:57:39"
1335689947269967872,775197650,"@tesla
is it cheating if you use a Tesla when you are getting your driver license ? :/ 🚗","2020-12-06 20:57:54"
1335689999233081344,98728474,"Imma turn this Dodge into a Tesla soon","2020-12-06 20:58:06"
1335690031302922240,1011633242758316038,"@teslapt1 @brandonee916 @Tesla @elonmusk Probably because there are also roundabouts with roads going through them! 🤷🏽‍♀️","2020-12-06 20:58:14"
1335690047178289156,712135694,"Terry Tesla - FLY WITH ME [Official Video] https://t.co/attnmugvYO via @YouTube","2020-12-06 20:58:17"
1335690062059642881,1278859631767384066,"@Cybr_Myk @WR4NYGov @russ1mitchell @latimes @Tesla People like you promote Tesla for free so why would they need to spend any extra?","2020-12-06 20:58:21"
